CODE,SYMBOL
2964737,GULFPETRO
1124097,GULFOILLUB
7611137,GUJTHEM
1164289,GUJRAFFIA
2713345,GUJGASLTD
3757313,GUJAPOLLO
324353,GUJALKALI
2971137,GUFICBIO
5425921,GTPL
3518721,GTLINFRA
297473,GTL
289025,GTECJAINX
2500609,GSTL-ST
3928833,GSS
3378433,GSPL
195133185,GSPCROP
6115329,GSMFOILS-SM
3737345,GSLSU
319233,GSFC
2135553,GSEC5IETF
3824129,GSEC10YEAR
3364609,GSEC10IETF
6360833,GSEC10ABSL
1121793,GS260426C-GS
1165569,GS220850C-GS
1163777,GS220840C-GS
1150465,GS220836C-GS
1134337,GS220831C-GS
1133313,GS220830C-GS
1125121,GS220261P-GS
1166081,GS220261C-GS
1165313,GS220250C-GS
1157121,GS220240C-GS
1134593,GS220236C-GS
1133825,GS220231C-GS
1132289,GS220230C-GS
1128705,GS151226C-GS
1124609,GS150626C-GS
1123585,GS120626C-GS
1122305,GS100526C-GS
1121537,GS100426C-GS
1123073,GS070626C-GS
2043393,GRWRHITECH
1401601,GRSE
1675009,GRPLTD
193747713,GROWWSLVR
194437633,GROWWSC250
194413569,GROWWRLTY
7558913,GROWWRAIL
194947585,GROWWPSUBK
194809857,GROWWPSE
194090241,GROWWPOWER
194421249,GROWWNXT50
194226433,GROWWNIFTY
194000385,GROWWNET
7647233,GROWWN200
193558017,GROWWMOM50
194672129,GROWWMETAL
194488065,GROWWMC150
194124801,GROWWLOVOL
6514433,GROWWLIQID
194783745,GROWWHOSPI
6623233,GROWWGOLD
6348289,GROWWEV
6594049,GROWWDEFNC
194732289,GROWWCHEM
194573057,GROWWCAPM
194510337,GROWW
4549121,GROBTEA
2782977,GRMOVER
1293825,GRINFRA
3471361,GRINDWELL
4797697,GRETEX-SM
5148161,GREENPOWER
1020673,GREENPLY
3535361,GREENPANEL
194412545,GREENLEAF-SM
1753089,GREENLAM
4375553,GREENCHEF-SM
316161,GREAVESCOT
3597313,GRCL-SM
5256705,GRAVITA
315393,GRASIM
151553,GRAPHITE
5238785,GRAPHISAD-ST
3039233,GRANULES
4527361,GPTINFRA
5848577,GPTHEALTH
5051137,GPPL
3432705,GPIL
6171649,GPECO-SM
4955137,GOYALSALT-SM
3017985,GOYALALUM-BE
5904897,GOPAL
1568001,GOODLUCK
2527745,GOLDTECH
769,GOLDSTAR-ST
3485697,GOLDKART-SM
5037825,GOLDIETF
3064577,GOLDIAM
3657217,GOLDETF
2974465,GOLDENTOBC-BZ
5862657,GOLDCASE
194643201,GOLDBND
3720961,GOLDBETA
3693569,GOLDBEES
3931137,GOLDADD
7706881,GOLD360
3803649,GOLD1
3706881,GOKULAGRO
4276481,GOKUL
3015169,GOKEX
4576001,GODREJPROP
2796801,GODREJIND
2585345,GODREJCP
36865,GODREJAGRO
6092545,GODIGIT
302337,GODFRYPHLP
6640897,GODAVARIB
1782785,GOCOLORS
1014529,GOCLCORP
3759873,GOACARBON
300545,GNFC
4754177,GNA
2183425,GMRP&UI
3463169,GMRAIRPORT
401921,GMMPFAUDLR
194327553,GML-ST
1332225,GMDCLTD
299009,GMBREW
194589697,GLOTTIS
6039041,GLOSTERLTD
4460545,GLOBUSSPR
194194433,GLOBECIVIL
100609,GLOBE
3516161,GLOBALVECT
4394753,GLOBALPET-SM
6382593,GLOBALE
362241,GLOBAL
2153473,GLFL-BE
1895937,GLENMARK
295169,GLAXO
303617,GLAND
4443393,GKWLIMITED
194866433,GKSL
194316289,GKENERGY
194808577,GJL-ST
605697,GIRIRAJ-ST
293121,GIPCL
292353,GINNIFILA
812033,GILT5YBEES
5765377,GILT5BETA
5766145,GILT10BETA
403457,GILLETTE
4566785,GILLANDERS
70913,GICRE
194822401,GICL
291585,GICHSGFIN
4274177,GHCLTEXTIL
288513,GHCL
6256385,GGBL-SM
329985,GFLLIMITED
5926657,GFL27-N1
6559745,GFL26-N0
3526657,GESHIP
3045377,GEOJITFSL
3047681,GENUSPOWER
1689601,GENUSPAPER
2791681,GENESYS
560129,GENCON
194422529,GEMAROMA-BE
4588033,GEEKAYWIRE
3496449,GEECEE
194300929,GCSL-BE
7753217,GCHOTELS-SM
945409,GAYAHWS
194605569,GAUDIUMIVF
2178561,GATEWAY
4353,GATECHDVR
4579329,GATECH
6604801,GARUDA
281601,GARFIBRES
5478145,GANGESSECU
1268993,GANGAFORGE
193926401,GANGABATH-SM
6998785,GANESHIN-SM
3670785,GANESHHOU
194307073,GANESHCP
1437185,GANESHBE
1777665,GANECOS
3613697,GANDHITUBE
5197569,GANDHAR
3414273,GALLANTT
336641,GALAXYSURF
6434305,GALAPREC
6462465,GAJANAND-SM
1207553,GAIL
2259969,GAEL
277761,GABRIEL
194644737,FWSTC-SM
3054593,FUSION
3661825,FSL
2944257,FROG-SM
6622977,FRESHARA-ST
194806017,FRACTAL
274689,FOSECOIND
3735553,FORTIS
6569985,FORGEAUTO-SM
2962689,FORCEMOT
6377985,FORCAS-SM
1708289,FOODSIN
5764353,FONEBOX-SM
1750017,FOCUS
1890561,FOCE-SM
5380353,FMNL
304641,FMGOETZE
1358337,FMCGIETF
194101249,FLYSBS-SM
3520001,FLUOROCHEM
3806209,FLFL-BZ
6531073,FLEXITUFF
194398209,FLEXIADD
5215233,FLAIR
3080193,FIVESTAR
193960449,FISCHER
6352385,FIRSTCRY
266497,FINPIPE
1684225,FINOPB
194365185,FINKURVE
3219969,FINIETF
958465,FINEORG
265729,FINCABLES
194502657,FINBUD-SM
6053633,FILATFASH
6280193,FILATEX
3509761,FIEMIND
2523649,FIDEL-SM
2089473,FIBERWEB-BE
146689,FELIX-SM
7805697,FELDVR-BZ
3535873,FEL-BZ
5202433,FEDFINA
261889,FEDERALBNK
1253889,FDC
3071745,FCSSOFT
1586689,FCL
3073537,FAZE3Q-BE
6182401,FALCONTECH-SM
413185,FAIRCHEMOR
258049,FACT
194592001,FABTECH
1370113,EXXARO
4476417,EXPLEOSOL
194668801,EXIMROUTES-ST
173057,EXIDEIND
5874433,EXICOM
194561793,EXCELSOFT
6483713,EXCELLENT-ST
2936577,EXCELINDUS
4448257,EXCEL
6262017,EVINDIA
193505537,EVIETF
254209,EVERESTIND
3016193,EVEREADY
255745,EUROTEXIND
194508033,EUROPRATIK
194035969,EUROBOND
6441473,EUREKAFORB
7073025,ETML-SM
194199297,ETL-SM
2496001,ETHOSLTD
1304833,ETERNAL
6211841,ESTER
7762689,ESSENTIA
6562305,ESSARSHPNG
6317569,ESPRIT-SM
5185793,ESILVER
307201,ESG
4373505,ESFL-SM
194558721,ESENSEX
245249,ESCORTS
5827585,ESCONET-SM
5088769,ESAFSFB
244481,ESABINDIA
5415425,ERIS
233729,EQUITASBNK
909569,EQUIPPP-BE
1691137,EQUAL50ADD
193828353,EQUAL50
7710977,EQUAL200
194870785,EPWINDIA-SM
251137,EPL
1377793,EPIGRAL
194368257,EPACKPEB
5750529,EPACK
6505473,ENVIRO-SM
5815553,ENTERO
5946881,ENSER-SM
193758977,ENRIN
3377153,ENIL
194559489,ENIFTY
1256193,ENGINERSIN
5945345,ENFUSE-SM
3852545,ENERGYDEV
194503681,ENERGY
4818433,ENDURANCE
194642177,ENCOMPAS-SM
6654977,EMULTIMQ
2497537,EMUDHRA
4759809,EMSLIMITED
194490369,EMMVEE
6078721,EMMIL-SM
4644353,EMMBI
2624769,EMKAYTOOLS-SM
3435777,EMKAY
2951681,EMIL
6245889,EMCURE
3699969,EMBDL-BE
2402049,EMBASSY-RR
7482625,EMAPARTNER-SM
4934913,EMAMIREAL
2578945,EMAMIPAP
3460353,EMAMILTD
194291713,ELM250
194192129,ELLEN
194423297,ELIQUID
3436289,ELIN
7576321,ELGNZ-SM
6380545,ELGIRUBCO
239873,ELGIEQUIP
1144065,ELECTHERM
4637697,ELECTCAST-W1
237569,ELECTCAST
3492609,ELECON
2291969,ELDEHSG
3351297,EKC
1034241,EIMCOELECO
235265,EIHOTEL
3942145,EIHAHOTELS
1546241,EIFFL
6966529,EIEL
234497,EIDPARRY
232961,EICHERMOT
5102849,EGOLD
5350145,EFORCE-SM
6255361,EFFWA-SM
194220801,EFCIL
4932353,EFACTOR-SM
194136577,EEPL-SM
3870465,EDELWEISS
6415361,ECOSMOBLTY
194550017,ECOLINE-SM
3885825,ECLERX
7428865,ECAPINSURE
194012673,EBGNG
3363585,EBBETF0433
5693185,EBBETF0431
4160769,EBBETF0430
6466049,EBANKNIFTY
714753,EASEMYTRIP
194695937,E2ERAIL-SM
2288641,E2E-BE
5456385,DYNPRO
1556225,DYNAMIC-SM
1158401,DYNAMATECH
2666753,DYCL
2986753,DWARKESH
3894785,DVL
6185985,DURLAX-SM
1396993,DUGLOBAL-SM
7411713,DUCON
3524097,DUCOL-SM
6224129,DTL-SM
1594113,DTIL
6576641,DSSL
194788097,DSFCL
1718273,DRSDILIP-ST
6012161,DRSCARGO-SM
225537,DRREDDY
4447233,DRONE-SM
2885377,DREDGECORP
2779905,DREAMFOLKS
677121,DRCSYSTEMS
4326401,DPWIRES
3947265,DPSCLTD
6217217,DPEL-SM
239617,DPABHUSHAN
3542785,DONEAR
5261057,DOMS
4643585,DOLPHIN
3410689,DOLLEX-SM
5263361,DOLLAR
3103745,DOLATALGO
1234433,DODLA
164097,DNAMEDIA
1785089,DMCC
5097729,DMART
4569857,DLINKINDIA
3771393,DLF
1599745,DKEGL-SM
3264769,DJML-BE
5552641,DIXON
6573313,DIVYADHAN-SM
674817,DIVOPPBEES
2800641,DIVISLAB
7747073,DIVINEHIRA-ST
194665473,DIVIDEND
3706625,DIVGIITTS
3721473,DISHTV
4804865,DIRL-SM
1568513,DIGJAMLMTD
193923841,DIGITIDE
4270849,DIGISPICE
4899329,DIGIKORE-SM
5439233,DIGIDRIVE
6572033,DIFFNKG
179969,DICIND
5591041,DIAMONDYD
4772865,DIAMINESQ
4747009,DIACABS
5691649,DHUNINV
5768449,DHTL-SM
1755649,DHRUV
3328257,DHARMAJ
6336001,DHARIWAL-ST
194685185,DHARARAIL-SM
194355969,DHARAN-BZ
6248705,DHANUKA
7097089,DHANLAXMI-SM
2907905,DHANBANK
219393,DHAMPURSUG
2648577,DGCONTENT
1375489,DEVYANI
194324225,DEVX
2085377,DEVIT
1558273,DESTINY-SM
4212225,DENTALKART-SM
7489537,DENTA
1095425,DENORA
3959041,DENEERS-ST
4536833,DEN
7447553,DELTIC-SM
310785,DELTAMAGNT
3851265,DELTACORP
6244097,DELPHIFX
2457345,DELHIVERY
5766913,DELAPLEX-SM
194827777,DEFENCE
842753,DEEPINDS
5105409,DEEPAKNTR
211713,DEEPAKFERT
5836545,DEEM-SM
6183425,DEEDEV
6507777,DECCANTRAN-SM
3798529,DECCANCE
7449089,DDEVPLSTIK
3045121,DCXINDIA
209153,DCW
1875201,DCMSRIND
194789889,DCMSIL-BE
207617,DCMSHRIRAM
2825985,DCMNVL
2228225,DCMFINSERV-BE
206081,DCM
2960897,DCI
6021121,DCG-SM
193819393,DCCL-SM
3513601,DCBBANK
5556225,DCAL
7963393,DBSTOCKBRO
4639745,DBREALTY
2788609,DBOL
4630017,DBL
6628353,DBEIL
4577537,DBCORP
5579265,DAVANGERE
1883649,DATAPATTNS
2924289,DATAMATICS
6637313,DANISH-SM
284161,DANGEE
4490497,DAMODARIND
7337473,DAMCAPITAL
199937,DALMIASUG
2067201,DALBHARAT
197633,DABUR
4399873,CYIENTDLM
1471489,CYIENT
1549057,CYBERTECH
3031553,CYBERMEDIA
194294785,CURRENT-SM
194515201,CURIS-SM
7728897,CURAA-BE
4741121,CUPID
486657,CUMMINSIND
194081025,CUDML-SM
1040385,CUBEXTUB
3859969,CUBEINVIT-IV
1459457,CUB
3639809,CTE
194596609,CSSL-SM
2649601,CSLFINANCE
3831297,CSBBANK
2069249,CROWN
4376065,CROMPTON
194009601,CRIZAC
193793,CRISIL
3558401,CREST
1131777,CREDITACC
2402305,CREATIVEYE
4203265,CRAYONS-SM
194383617,CRAMC
730625,CRAFTSMAN
4705281,CPS-ST
595969,CPSEETF
194267649,CPPLUS
194288897,CPEDU
5142017,CPCAP
4348417,COUNCODOS
189953,COSMOFIRST
194625025,CORONA
189185,COROMANDEL
3909377,CORDSCABLE
1025793,CORALFINAC
2191361,COOLCAPS-SM
4474113,CONTROLPR
647937,CONTI-SM
1650177,CONSUMIETF
7416065,CONSUMER
623361,CONSUMBEES
3003393,CONSOFINVT-BE
2691073,CONS
194163969,CONNPLEX-SM
2620929,CONFIPET
4623361,CONCORDBIO
1215745,CONCOR
5523969,COMSYN
7971329,COMPUSOFT
5035521,COMPINFO-BZ
3378689,COMMOIETF
4995329,COMMITTED-SM
3876097,COLPAL
4593921,COHANCE
2955009,COFORGE
2858241,COFFEEDAY
5506049,COCHINSHIP
1537537,COASTCORP
5215745,COALINDIA
2855681,CNL
1946369,CMSINFO
2930433,CMRSL-SM
3515137,CMNL-SM
4674561,CLSL-SM
891393,CLSEL
5179649,CLEDUCATE-BE
194606849,CLEANMAX
1292545,CLEAN
194236417,CLASSICEIL-SM
194779393,CKKRETAIL-ST
194893569,CITI28-N0
6206977,CITI2626-N0
177665,CIPLA
2054145,CINEVISTA
6953217,CINELINE
1316353,CIGNITITEC
193539841,CIFL
5233921,CIFCZC28-NH
3936257,CIFCZC28A-N5
5231873,CIFCZC26-NF
3935233,CIFCZC26A-N3
4598785,CIFC28-NB
4595713,CIFC26A-N9
5774849,CIF29-NO
5773569,CIF27-NM
3823873,CIEINDIA
5565441,CHOLAHLDNG
4929793,CHOLAFIN-D1
175361,CHOLAFIN
2269697,CHOICEIN
194460161,CHOICEGOLD
2529025,CHEVIOT
6304001,CHETANA-SM
524545,CHENNPETRO
1394945,CHEMPLASTS
194530561,CHEMICAL
716545,CHEMFAB
69121,CHEMCON
194045185,CHEMBONDCH
3742209,CHEMBOND
4775425,CHAVDA-SM
7586049,CHANDAN-SM
7562497,CHAMUNDA-SM
163073,CHAMBLFERT
2187777,CHALET
6007809,CGRAPHICS-SM
194561,CGPOWER
5204225,CGCL
7363585,CEWATER
160769,CESC
7428097,CEREBRAINT-BZ
3849985,CERA
3406081,CENTURYPLY
3835393,CENTUM
628225,CENTRUM
3812865,CENTRALBK
2946817,CENTEXT
158465,CENTENKA
1439233,CEMPRO
4339201,CELLPOINT-SM
5067521,CELLO
4814337,CELLECOR-SM
3369473,CELEBRITY
194825473,CEINSYS
6333953,CEIGALL
193967873,CEDAAR-SM
3905025,CEATLTD
5420545,CDSL
2931713,CCL
1634561,CCHHL
3837953,CCCL
4159745,CCAVENUE
5224705,CBAZAAR-ST
320001,CASTROLIND
7715585,CASHIETF
481025,CARYSIL
1384193,CARTRADE
7393025,CARRARO
7452929,CARERATING
152321,CARBORUNIV
4979457,CAPTRUST-BE
999937,CAPLIPOINT
5804801,CAPITALSFB
7464193,CAPINVIT-IV
194525953,CAPILLARY
5567745,CAPACITE
5160961,CANTABIL
194426113,CANHLIFE
149249,CANFINHOME
2763265,CANBK
4958209,CANARYS-SM
87553,CAMS
2396673,CAMPUS
1591297,CAMLINFINE
2135297,CALSOFT
4735489,CAGL28-NE
4732161,CAGL27-NC
3192577,CAGL27A-N6
4729089,CAGL26-NA
5586689,CADSYS-SM
6982145,C2C-SM
2027265,BYKE
3858689,BVCL
695297,BUTTERFLY
6323457,BULKCORP-SM
194712065,BUILDPRO
3622401,BTML
1790465,BSOFT
1524993,BSLSENETFG
6343937,BSLNIFTY
6093825,BSLGOLDETF
143105,BSL
207105,BSHSL
768257,BSE500IETF
5013761,BSE
6434817,BROOKS
5550849,BRNL
140033,BRITANNIA
193995265,BRIGHOTEL
3887105,BRIGADE
194808833,BRANDMAN-SM
6375681,BRACEPORT-SM
135681,BPL
134657,BPCL
6430465,BOSS-SM
558337,BOSCHLTD
1149697,BOSCH-HCIL
6147585,BOROSCI
806145,BORORENEW
4966657,BOROLTD
194027521,BORANA-BE
194830849,BONLON-BE
131329,BOMDYEING
2980097,BOHRAIND-BE
6404353,BODALCHEM
194369537,BMWVENTLTD
1549313,BMETRICS-SM
193925121,BLUSPRING
194094593,BLUEWATER-SM
194378497,BLUESTONE
2127617,BLUESTARCO
5993729,BLUEPEBBLE-ST
5039617,BLUEJET
126721,BLUEDART
1914881,BLUECOAST
5776897,BLSE
4423425,BLS
3402241,BLKASHYAP
4931841,BLISSGVS
2083585,BLBLIMITED-BE
3857153,BLAL
6948865,BLACKBUCK
372481,BIRLANU
3901185,BIRLAMONEY
122881,BIRLACORPN
122113,BIRLACABLE
563969,BIRET-RR
6031105,BIRDYS-SM
194801153,BIOPOL-SM
1058817,BIOFILCHEM
2911489,BIOCON
3487233,BILVYAPAR-BE
2009089,BIL
6534913,BIKEWO-ST
3063297,BIKAJI
4718337,BIGBLOC
112129,BHEL
6013185,BHARTIHEXA
2714625,BHARTIARTL
4127489,BHARATWIRE
7742465,BHARATSE
981505,BHARATRAS
109057,BHARATGEAR
108033,BHARATFORG
194745857,BHARATCOAL
416777,BHARATBOND-APR33
417033,BHARATBOND-APR32
417289,BHARATBOND-APR31
417545,BHARATBOND-APR30
5006337,BHANDARI
5318657,BHAGYANGR
3430401,BHAGERIA
1577985,BHAGCHEM
194105601,BHADORA-SM
3889409,BGRENERGY-BE
6625025,BFUTILITIE-BZ
1336321,BFSI
5404929,BFINVEST
1449473,BEWLTD-SM
194519553,BETA
591617,BESTAGRO-BE
103425,BERGEPAINT
107265,BEPL
101121,BEML
193818113,BELRISE
194032129,BELLACASA
98049,BEL
5171201,BEDMUTHA-BE
416769,BECTORFOOD
4590849,BEARDSELL
6124033,BEACON-SM
1099265,BDR-IT
548865,BDL
194942465,BCPL
1991681,BCONCEPTS
643329,BCLIND
2263297,BCG-BE
3111169,BBTCL
97281,BBTC
879361,BBOX
5260033,BBNPPGOLD
6173953,BBNPNBETF
3522817,BBL
1842177,BBETF0432
4589313,BAYERCROP
5778177,BAWEJA-SM
94977,BATAINDIA
3080705,BASML
4721153,BASILIC-SM
94209,BASF
7469057,BARFLEX-SM
3714817,BANSWRAS
6242817,BANSALWIRE
6585601,BANKPSU
1497857,BANKNIFTY1
1214721,BANKINDIA
2825473,BANKIETF
4459265,BANKETF
5628417,BANKBETF
5744641,BANKBETA
2928385,BANKBEES
1195009,BANKBARODA
3492865,BANKADD
210433,BANKA
194909185,BANK10ADD
3917569,BANG
579329,BANDHANBNK
3553281,BANCOINDIA
89601,BANARISUG
88833,BANARBEADS
6043393,BALUFORGE
87297,BALRAMCHIN
3440897,BALPHARMA
86529,BALMLAWRIE
85761,BALKRISIND
2606337,BALKRISHNA
6369025,BALCO-SM
2895105,BALAXI
3712257,BALAMINES
2344449,BALAJITELE
7687681,BALAJIPHOS-SM
6451969,BALAJEE
81153,BAJFINANCE
5255937,BAJEL
7597569,BAJAJINDEF
78081,BAJAJHLDNG
78849,BAJAJHIND
6469121,BAJAJHFL
1756929,BAJAJHCARE
4268801,BAJAJFINSV
3848705,BAJAJELEC
4999937,BAJAJCON
4267265,BAJAJ-AUTO
3531265,BAIDFIN
3325185,BAHETI-SM
2873857,BAGFILMS
194411521,BAGDIGITAL-SM
4541953,BAFNAPH
5156097,BABAFP-SM
5351681,AZAD
2632961,AYMSYNTEX
194811137,AYE
3773953,AXSENSEX
2536705,AXITA-BE
7719681,AXISVALUE
770561,AXISTECETF
5440513,AXISNIFTY
2865409,AXISILVER
923649,AXISHCETF
5256193,AXISGOLD
1467393,AXISCETF
2415617,AXISCADES
903681,AXISBPSETF
267265,AXISBNKETF
1510401,AXISBANK
2076161,AWL
460033,AWHCL
6109185,AWFIS
3586049,AVTNPL
194703617,AVTL29-N0
4785409,AVSL-ST
2259713,AVROIND
5928705,AVPINFRA-SM
3470593,AVONMORE
6651905,AVL
6533121,AVIANSH-SM
3990785,AVG
2031617,AVANTIFEED
6300161,AVANTEL
194747649,AVANA-SM
3854849,AVALON
5479937,AVADHSUGAR
3611137,AUTOIND
2008065,AUTOIETF
2017281,AUTOBEES
71169,AUTOAXLES
2312961,AUSOMENT-BE
6463489,AUSL-SM
2639361,AURUM
70401,AUROPHARMA
4062465,AUROIMPEX-SM
3077633,AURIONPRO
411393,AURIGROW
5436929,AUBANK
7685889,ATULAUTO
67329,ATUL
5832961,ATMASTCO-SM
194803969,ATLPP-E1
1169409,ATLASCYCLE
194305793,ATLANTAELE
3477761,ATLANTAA
4551169,ATL
193957121,ATHERENERG
1552897,ATGL
193638913,ATCENERGY-SM
3943425,ATAM
4006145,ATALREAL
223745,ASTRON
1436161,ASTRAZEN
2974209,ASTRAMICRO
3691009,ASTRAL
386049,ASTERDM
4538369,ASTEC
5989377,ASPIRE-SM
4421121,ASPINWALL
3600385,ASMS
5248769,ASLIND-ST
5158913,ASKAUTOLTD
194362369,ASIFRG-SF
194361857,ASIFRD-SF
194361345,ASIFDG-SF
3811585,ASIANTILES
60417,ASIANPAINT
4716033,ASIANHOTNR
1799681,ASIANENE
194667009,ASHWINI-SM
54273,ASHOKLEY
4337409,ASHOKAMET
5166593,ASHOKA
52737,ASHIMASYN
6247169,ASHIANA
51969,ASHAPURMIN
6326017,ASHALOG-SM
3847681,ASCOM-ST
4505089,ASALCBR
2722305,ASAL
6422529,ASAHISONG
1376769,ASAHIINDIA
2676993,ARVSMART
5012225,ARVINDPORT-SM
2332417,ARVINDFASN
49409,ARVIND
721921,ARVEE-BE
193765377,ARUNAYA-SM
1575937,ARTNIRMAN
4329729,ARTEMISMED
194548737,ARSSBL
194954753,ARSIFHRMD-SF
194955777,ARSIFHRHD-SF
194954241,ARSIFHRG-SF
194955265,ARSIFHDG-SF
2370561,ARROWGREEN
3726593,AROGRANITE
194751745,ARMOUR-SM
4419329,ARMANFIN
6501889,ARKADE
3565057,ARISTO-SM
193949185,ARIS
5160705,ARIHANTSUP
976129,ARIHANTCAP
3415041,ARIHANTACA-SM
3892225,ARIES
3351553,ARHAM-SM
194227201,ARFIN
46337,ARENTERP
25601,ARE&M
194219521,ARCIIL-SM
1456129,ARCHIES
4299521,ARCHIDPLY
4928769,ARABIAN-SM
5981441,AQYLON
1391361,APTUS
2753281,APTECHT
5491457,APS-SM
194927361,APSISAERO-ST
6307329,APRAMEYA-SM
1613313,APOLSINHOT
41729,APOLLOTYRE
3676417,APOLLOPIPE
40193,APOLLOHOSP
290305,APOLLO
6483969,APLLTD
6599681,APLAPOLLO
6985729,APEXECO-SM
5535489,APEX
39425,APCOTEXIND
5235969,APCL
2941697,APARINDS
7673601,AONETOTAL
194557953,AONETMMQ50
194609409,AONESILVER
193816577,AONENIFTY
7800833,AONELIQUID
194279425,AONEGOLD
3057921,ANZEN-IV
7419649,ANYA-SM
6063873,ANURAS-W1
724225,ANURAS
2307585,ANUP
7248385,ANUHPHR
194018561,ANTHEM
1329665,ANTGRAPHIC
3481089,ANTELOPUS
5037313,ANSALAPI-BZ
194237441,ANONDITA-SM
2866689,ANNAPURNA-SM
954113,ANMOL
3496193,ANLON-SM
6624769,ANKITMETAL-BZ
4264193,ANIKINDS
82945,ANGELONE
34817,ANDHRSUGAR
42497,ANDHRAPAP
3486721,ANANTRAJ
194396929,ANANTAM-IV
1829121,ANANDRATHI
4492033,AMRUTANJAN
5085953,AMNPLST
665089,AMJLAND
3057153,AMIABLE-ST
2789889,AMEYA-SM
3685889,AMDIND
194158081,AMCL-ST
325121,AMBUJACEM
3899905,AMBIKCO
2942977,AMBICAAGAR
6250241,AMBEY-SM
303361,AMBER
1045505,AMBANIORGO-ST
194280705,AMANTA
194749441,AMAGI
6009345,ALUWIND-SM
5720065,ALPL30IETF
3736833,ALPHAGEO
5027841,ALPHAETF
5851137,ALPHA27-N1
1897473,ALPHA
5808129,ALPEXSOLAR-SM
3801089,ALPA
4524801,ALOKINDS
4280065,ALMONDZ
194162689,ALLTIME
3379969,ALLETEC-SM
3020289,ALLDIGI
3456257,ALLCARGO
1148673,ALKYLAMINE
2995969,ALKEM
4341505,ALKALI
1347841,ALIVUS
3495937,ALICON
194885121,ALGOQUANT
20225,ALEMBICLTD
4803073,ALCODIS-SM
4417537,ALBERTDAVD
2539777,ALANKIT
375553,AKZOINDIA
6327041,AKUMS
2199297,AKSHOPTFBR
5165569,AKSHARCHEM
2446849,AKSHAR
6222593,AKIKO-ST
3811841,AKI
557057,AKG
3458561,AKASH
5406977,AKANKSHA-SM
871169,AJOONI
4430593,AJMERA
7583745,AJAXENGG
2079745,AJANTPHARM
123393,AISL-SM
1553409,AIROLAM
2533633,AIRAN
6139905,AIMTRON-SM
1184257,AILIMITED-SM
6029569,AIIL
3350017,AIAENG
4565249,AHLUCONT
4976129,AHLEAST
513025,AHLADA
2757121,AHIMSA-ST
194295809,AHCL
3877633,AGUL-SM
194355713,AGSTRA-BZ
2315777,AGROPHOS
2834433,AGRITECH
2685697,AGNI-SM
6257921,AGIIL
361473,AGI
6991105,AGARWALTUF-SM
3651329,AGARWALFT-SM
7539713,AGARWALEYE
867585,AGARIND
3401729,AFSL
6184961,AFIL-BE
6618881,AFFORDABLE
2903809,AFFLE
6650113,AFCONS
2511361,AETHER
6356481,AESTHETIK-SM
6416641,AERON-SM
3504385,AERONEU
4676609,AEROFLEX
3075841,AEROENTER
194619905,AEQUS
194900481,AEPL
194014721,AEL17725-NA
194015489,AEL170725-ND
194016257,AEL170725A-NG
194903297,AEL12126-NI
194904833,AEL1212026-NO
6471681,AEL120924-N2
6476289,AEL120924B-N8
6474753,AEL120924A-N5
194904065,AEL120126-NL
193878017,AEGISVOPAK
10241,AEGISLOG
4617985,ADVENZYMES
194500865,ADVENTHTL
3774721,ADVANIHOTR
194406913,ADVANCE
194728193,ADVAIT
3792129,ADSL
1267969,ADROITINFO
8705,ADOR
62721,ADL
5058817,ADFFOODS
5751809,ADDICTIVE-SM
4451329,ADANIPOWER
3861249,ADANIPORTS
912129,ADANIGREEN
6401,ADANIENT
2615553,ADANIENSOL
1427969,ACUTAAS
7798785,ACTIVEINFR-SM
6927617,ACMESOLAR
3947521,ACL
3078145,ACI
194844673,ACETEC-SM
3015425,ACEINTEG
3478273,ACE
375041,ACCURACY
193797377,ACCPL-SM
5431553,ACCORD-SM
5244929,ACCENTMIC-SM
1805569,ACCELYA
5633,ACC
6088449,ABSMARINE-SM
6094337,ABSLPSE
1878785,ABSLNN50ET
194832897,ABSLMSCIN
3716609,ABSLLIQUID
3580673,ABSLBANETF
1540609,ABSLAMC
194623233,ABSL10BANK
160001,ABREL
2198529,ABNINT-IT
1421057,ABMINTLLTD-BE
193751809,ABLBL
6917121,ABINFRA
193927425,ABHF26625-N0
6984705,ABHAPOWER-SM
6247425,ABGSEC
7707649,ABFRL
6222849,ABDL
194321153,ABCRESET28-N0
193526017,ABCRESET27-NM
194337281,ABCOTS
193521921,ABCL28-N6
193521153,ABCL26-N3
194302209,ABCL020925-N0
5533185,ABCAPITAL
4583169,ABBOTINDIA
3329,ABB
1378561,AAVAS
4342017,AATMAJ-SM
4882689,AARVI
3102977,AARTISURF-P1
4923649,AARTISURF
3550209,AARTIPHARM
1793,AARTIIND
1147137,AARTIDRUGS
4389121,AARTECH
263681,AARON
195026177,AARNAV
1342721,AAREYDRUGS
194078721,AARADHYA-SM
61441,AAKASH-BE
193940993,AAKAAR-ST
5869313,AAFS34-N2
6059777,AAFS34A-N5
194909953,AAFS31-N0
194266113,AAFS30-N0
194621441,AAFS30D-N0
194737921,AAFS30C-N0
194632193,AAFS30B-N0
194374401,AAFS30A-N0
193827841,AAFS29-N0
194161153,AAFS29C-N0
194203649,AAFS29B-N0
193779201,AAFS29A-N0
6225153,AAFS28-N0
6552321,AAFS28C-N0
6518273,AAFS28B-N0
6368513,AAFS28A-N0
6059265,AAFS27B-N4
6048769,AAFS27B-N3
5799425,AAFS27A-N0
6074625,AADHARHFC
